Date,Open,High,Low,Close,Adj Close,Volume,BB_U,BB_L,SMA_25,SMA_50,SMA_80,SMA_100,SMA_125,SMA_150,SMA_200,EMA_25,EMA_50,EMA_80,EMA_100,EMA_125,EMA_150,EMA_200,MACD,Signal,RSI,%K,%D,action
2022-05-16,175.08999633789062,177.8800048828125,171.05999755859375,172.63999938964844,172.42349243164062,52144600,,,,,,,,,,172.42349243164062,172.42349243164062,172.42349243164062,172.42349243164062,172.42349243164062,172.42349243164062,172.42349243164062,0.0,0.0,,,,
2022-05-17,180.74000549316406,183.7100067138672,176.33999633789062,181.77000427246094,181.54205322265625,58583000,,,,,,,,,,173.12492018479568,172.78108305089614,172.6486420808015,172.60405799185875,172.56823149181548,172.54426807125674,172.51422437980995,0.7274065588274539,0.14548131176549078,,,,
2022-05-18,177.0500030517578,181.17999267578125,168.63999938964844,169.3800048828125,169.1676025390625,54516100,,,,,,,,,,172.82051113512392,172.63937793278504,172.56269048717832,172.5360093690311,172.51425325447022,172.49954402447273,172.48092466000153,0.3018867819089621,0.17676240579418506,,,,
2022-05-19,169.3699951171875,176.8699951171875,167.33999633789062,171.24000549316406,171.02528381347656,62131000,,,,,,,,,,172.68241672576644,172.5760801241847,172.52472982856838,172.50609401149535,172.4906188188989,172.48001739916154,172.4664406714789,0.11325313491005318,0.1640605516173587,,,,
2022-05-20,173.32000732421875,174.10000610351562,157.5500030517578,166.94000244140625,166.73065185546875,73910500,,,,,,,,,,172.22458865882047,172.3468476430586,172.3816661749116,172.3917288202869,172.39919077186033,172.403866862159,172.40936814594647,-0.3784191166243147,0.055564617969024004,,,,
2022-05-23,162.74000549316406,169.14999389648438,161.7899932861328,168.97999572753906,168.76809692382812,63988900,,,,,,,,,,171.95870467920568,172.20650447759857,172.29244224278608,172.3199737332283,172.3415543615741,172.35571096893608,172.37313659149754,-0.5967887200185942,-0.07490604962849964,,,,
2022-05-24,165.10000610351562,165.97000122070312,157.8000030517578,161.5399932861328,161.33740234375,58855000,,,,,,,,,,171.1416814226322,171.78026517823196,172.0219474304642,172.1024970720505,172.1668852819261,172.20977310635084,172.26332829052492,-1.3538369658748195,-0.3306922328777636,,,,
2022-05-25,160.1999969482422,171.11000061035156,160.0,169.75,169.53712463378906,78113200,,,,,,,,,,171.01825397733657,171.69229888237146,171.96059378116357,172.0516976178275,172.125143049416,172.17437378883346,172.2362018859803,-1.2774286913046637,-0.5200395245631436,,,,
2022-05-26,160.36000061035156,180.9199981689453,160.22000122070312,178.50999450683594,178.2861328125,99657500,,,,,,,,,,171.57732158004146,171.9508806051216,172.11677993008544,172.17515178009825,172.22293653771894,172.25532423947806,172.29640020365713,-0.505080488239372,-0.5170477172983893,,,,
2022-05-27,181.86000061035156,188.80999755859375,181.0,188.11000061035156,187.87408447265625,73837900,,,,,,,,,,172.8309187256272,172.5753199724759,172.50584917805014,172.48602173440634,172.47136745732112,172.462195235944,172.45140203717952,0.8706423729580308,-0.23950969924710525,,,,
