Date,Open,High,Low,Close,Adj Close,Volume,%K,%D,MACD,Signal,SMAV_50,EMAV_50,BB_U_50,BB_L_50
2023-01-03,130.27999877929688,130.89999389648438,124.16999816894531,125.06999969482422,124.21630096435547,112117500,,,0.0,0.0,,124.21630096435547,,
2023-01-04,126.88999938964844,128.66000366210938,125.08000183105469,126.36000061035156,125.49750518798828,89113600,,,0.10220432553195735,0.02044086510639147,,124.26654426724303,,
2023-01-05,127.12999725341797,127.7699966430664,124.76000213623047,125.0199966430664,124.16664123535156,80962700,,,0.07494843249872929,0.03134237858485903,,124.2626265012865,,
2023-01-06,126.01000213623047,130.2899932861328,124.88999938964844,129.6199951171875,128.7352294921875,87754700,,,0.41718577402942003,0.10851105767377124,,124.43802269700812,,
2023-01-09,130.47000122070312,133.41000366210938,129.88999938964844,130.14999389648438,129.2616424560547,70790800,,,0.7225592464314303,0.23132069542530306,,124.62718425618642,,
2023-01-10,130.25999450683594,131.25999450683594,128.1199951171875,130.72999572753906,129.83766174316406,63896200,,,0.9995279300892292,0.38496214235808834,,124.83151670665615,,
2023-01-11,131.25,133.50999450683594,130.4600067138672,133.49000549316406,132.57884216308594,69458900,,,1.4238052179620126,0.5927307574788733,,125.13533339122202,,
2023-01-12,133.8800048828125,134.25999450683594,131.44000244140625,133.41000366210938,132.49937438964844,71379600,,,1.7336511884375625,0.8209148436706112,,125.42411931272895,,
2023-01-13,132.02999877929688,134.9199981689453,131.66000366210938,134.75999450683594,133.8401641845703,57809700,,,2.06360888469068,1.069453651874625,,125.75416028809528,,
2023-01-17,134.8300018310547,137.2899932861328,134.1300048828125,135.94000244140625,135.01210021972656,63646600,,,2.3920936137938753,1.333981644258475,,126.11721675600239,,
2023-01-18,136.82000732421875,138.61000061035156,135.02999877929688,135.2100067138672,134.28707885742188,69672800,,,2.5643566562544606,1.5800566466576722,,126.43760350507767,,
2023-01-19,134.0800018310547,136.25,133.77000427246094,135.27000427246094,134.3466796875,58280400,,,2.67485162290356,1.79901564190685,,126.74776335536875,,
2023-01-20,135.27999877929688,138.02000427246094,134.22000122070312,137.8699951171875,136.92892456054688,80223600,,,2.936930157895574,2.0265985451045947,,127.14702457910123,,
2023-01-23,138.1199951171875,143.32000732421875,137.89999389648438,141.11000061035156,140.14682006835938,81760300,83.42983948399024,,3.3654912710293843,2.2943770902895526,,127.65682048064076,,
2023-01-24,140.30999755859375,143.16000366210938,140.3000030517578,142.52999877929688,141.55712890625,66435100,90.50173531681092,,3.7754086171508163,2.5905833956618056,,128.20193061497838,,
2023-01-25,140.88999938964844,142.42999267578125,138.80999755859375,141.86000061035156,140.89170837402344,65799300,86.91649638241013,86.94935706107043,4.000462351659223,2.8725591868612894,,128.69956895847034,,
2023-01-26,143.1699981689453,144.25,141.89999389648438,143.9600067138672,142.9773712158203,54105100,93.4265044211867,90.28157870680259,4.297574850671992,3.15756231962343,,129.25948277248406,,
2023-01-27,143.16000366210938,147.22999572753906,143.0800018310547,145.92999267578125,144.9339141845703,70555800,87.98492166596267,89.4426408231865,4.6374575884236435,3.453541373383473,,129.87416635727178,,
2023-01-30,144.9600067138672,145.5500030517578,142.85000610351562,143.0,142.02392578125,64015300,72.75735332279883,84.72292646998274,4.618763136101819,3.6865857259271424,,130.35062751115328,,
2023-01-31,142.6999969482422,144.33999633789062,142.27999877929688,144.2899932861328,143.3050994873047,65874500,76.59571370598651,79.11266289824934,4.653682899169127,3.8800051605755397,,130.85864602002195,,
2023-02-01,143.97000122070312,146.61000061035156,141.32000732421875,145.42999267578125,144.43731689453125,77663600,82.31361608329235,77.2222277040259,4.718327601873341,4.0476696488351,,131.39114291706153,,
2023-02-02,148.89999389648438,151.17999267578125,148.1699981689453,150.82000732421875,149.79054260253906,118339000,92.88191160215811,83.93041379714565,5.1422429940681695,4.266584317881715,,132.11268800276653,,
2023-02-03,148.02999877929688,157.3800048828125,147.8300018310547,154.5,153.44541931152344,154357300,83.33508907422906,86.1768722532265,5.707326494720206,4.5547327532494135,,132.94926570114916,,
2023-02-06,152.57000732421875,153.10000610351562,150.77999877929688,151.72999572753906,150.6943359375,69858300,71.68289380568149,82.63329816068955,5.865555332975958,4.8168972691947225,,133.64515080845703,,
2023-02-07,150.63999938964844,155.22999572753906,150.63999938964844,154.64999389648438,153.59437561035156,83322600,83.96599248370555,79.66132512120537,6.154022056703241,5.084322226696426,,134.4274733497078,,
2023-02-08,153.8800048828125,154.5800018310547,151.1699981689453,151.9199981689453,150.88304138183594,64120100,71.94748500145604,75.8654570969477,6.093608673226726,5.286179516002487,,135.07278974312462,,
2023-02-09,153.77999877929688,154.3300018310547,150.4199981689453,150.8699951171875,149.84019470214844,56007100,61.29463075787888,72.40270274768015,5.893643367870055,5.407672286376001,,135.65190366308633,,
2023-02-10,149.4600067138672,151.33999633789062,149.22000122070312,151.00999450683594,150.20822143554688,57450700,61.3797489572754,64.87395490553678,5.699169624538399,5.465971754008481,,136.2227396541632,,
2023-02-13,150.9499969482422,154.25999450683594,150.9199981689453,153.85000610351562,153.0331573486328,62199000,76.5921065173163,66.4221620774902,5.707207367136817,5.514218876634149,,136.881971720613,,
2023-02-14,152.1199951171875,153.77000427246094,150.86000061035156,153.1999969482422,152.3865966796875,61707600,68.90778977451953,68.95988174970374,5.596887854360631,5.530752672179446,,137.489996228812,,
2023-02-15,153.11000061035156,155.5,152.8800048828125,155.3300018310547,154.5052947998047,65573800,82.10018356155012,75.86669328446197,5.615685945336082,5.547739326810774,,138.15726283943917,,
2023-02-16,153.50999450683594,156.3300018310547,153.35000610351562,153.7100067138672,152.89389038085938,68167900,72.06653061069369,74.35816798225444,5.437872291508285,5.525765919750277,,138.7351698018478,,
2023-02-17,152.35000610351562,153.0,150.85000610351562,152.5500030517578,151.7400665283203,59144100,64.88207215527103,73.01626210917162,5.144546616751057,5.449522059150433,,139.24516575190555,,
2023-02-21,150.1999969482422,151.3000030517578,148.41000366210938,148.47999572753906,147.691650390625,58867200,39.67399772733319,58.87420016443264,4.5331551669484895,5.266248680710045,,139.57640044362003,,
2023-02-22,148.8699951171875,149.9499969482422,147.16000366210938,148.91000366210938,148.119384765625,51011300,9.387289519811041,37.98111980080508,4.036606144545345,5.0203201734771055,,139.91141943663985,,
2023-02-23,150.08999633789062,150.33999633789062,147.24000549316406,149.39999389648438,148.60678100585938,48394200,14.15633239670458,21.072539881282932,3.640451412316054,4.744346421244895,,140.2524140079818,,
2023-02-24,147.11000061035156,147.19000244140625,145.72000122070312,146.7100067138672,145.9310760498047,55469600,1.9893950703040397,8.511005662273215,3.0751405981227435,4.410505256620465,,140.47510663707288,,
2023-02-27,147.7100067138672,149.1699981689453,147.4499969482422,147.9199981689453,147.13462829589844,44998500,13.332959413924472,9.826228960311026,2.6931987935500104,4.067043964006374,,140.7362643491837,,
