Date,Open,High,Low,Close,Adj Close,Volume,BB_U_50,BB_L_50,SMAV_50,EMAV_50,MACD,Signal,RSI,%K,%D,action
2020-05-04,75.16000366210938,75.94000244140625,74.08999633789062,75.68000030517578,69.27296447753906,7202400,,,,69.27296447753906,0.0,0.0,,,,
2020-05-05,76.75,78.80999755859375,76.55999755859375,77.62999725341797,71.0578842163086,7540800,,,,69.34296133003983,0.1423867597878825,0.028477351957576502,,,,
2020-05-06,78.80999755859375,80.13999938964844,78.5199966430664,78.87000274658203,72.19290924072266,8179700,,,,69.45472399320386,0.34286400362294955,0.09135468229065112,,,,
2020-05-07,79.69999694824219,80.16999816894531,78.26000213623047,78.83000183105469,72.15630340576172,7291800,,,,69.5606682838924,0.4931056636264941,0.1717048785578197,,,,
2020-05-08,79.69999694824219,81.08999633789062,79.36000061035156,80.55999755859375,73.73981475830078,7887200,,,,69.72455638092802,0.7315169220810986,0.28366728726247553,,,,
2020-05-11,80.29000091552734,81.2699966430664,79.54000091552734,80.4800033569336,73.6666030883789,6604600,,,,69.87914644788688,0.9041297472346059,0.40775977925690166,,,,
2020-05-12,81.29000091552734,81.79000091552734,78.4000015258789,78.41999816894531,71.78099060058594,7318100,,,,69.95372857152213,0.8786450129613002,0.5019368259977813,,,,
2020-05-13,78.86000061035156,79.51000213623047,76.75,78.0,71.39656829833984,9584800,,,,70.01031052159342,0.8179991256681518,0.5651492859318554,,,,
2020-05-14,77.5,80.0,76.47000122070312,79.87000274658203,73.10824584960938,9956800,,,,70.13179818151562,0.8977066924124699,0.6316607672279784,,,,
2020-05-15,74.66999816894531,77.69999694824219,74.37000274658203,75.7699966430664,69.35535430908203,29597800,,,,70.1013494022045,0.6505494016725066,0.635438494116884,,,,
2020-05-18,77.2699966430664,80.18000030517578,77.20999908447266,79.94000244140625,73.17232513427734,13191000,,,,70.22177982307011,0.7539816824283179,0.6591471317791708,,,,
2020-05-19,79.75,80.1500015258789,78.0,78.08999633789062,71.47893524169922,8118400,,,,70.27108003556538,0.6913407521888502,0.6655858558611067,,,,
2020-05-20,79.95999908447266,81.95999908447266,79.69000244140625,80.62999725341797,73.80390930175781,11379200,,,,70.40962235972978,0.8198525893883755,0.6964392025665606,,,,
2020-05-21,79.47000122070312,80.08999633789062,77.87000274658203,78.0,71.39656829833984,8141500,,,,70.44832612202822,0.7191568537092081,0.7009827327950902,54.70020320913047,-34.223978393407116,,
2020-05-22,78.26000213623047,78.76000213623047,77.29000091552734,78.69999694824219,72.03728485107422,5530400,,,,70.51063822904963,0.6831799555609308,0.6974221773482583,55.94956795947677,-30.73411094894033,,
2020-05-26,80.19000244140625,80.56999969482422,77.77999877929688,78.0199966430664,71.41486358642578,10067300,,,,70.54609804698596,0.5975555617627037,0.6774488542311474,50.80878850085633,-38.93465857689107,-34.6309159730795,
2020-05-27,78.2699966430664,79.31999969482422,76.16000366210938,79.29000091552734,72.57736206054688,9125900,,,,70.62575545928247,0.6163960937679178,0.6652383021385015,50.86995058005338,-23.618465757170025,-31.09574509433381,
2020-05-28,80.23999786376953,81.4800033569336,77.7300033569336,78.11000061035156,71.49724578857422,11161700,,,,70.65993155062725,0.5379696160218401,0.6397845649151693,48.57591921328703,-37.849253545307974,-33.46745929312302,
2020-05-29,78.69999694824219,81.19999694824219,77.9000015258789,80.87999725341797,74.03271484375,10558700,,,,70.79219756212225,0.6726533017787091,0.6463583122878773,50.60788555391831,-4.443848031233289,-21.97052244457043,
2020-06-01,79.88999938964844,80.4800033569336,79.23999786376953,79.7300033569336,72.98009490966797,6474800,,,,70.87799745810445,0.6865394619545668,0.6543945422212153,48.63087858576157,-18.312365053134386,-20.201822209891883,
2020-06-02,79.93000030517578,84.87999725341797,79.91000366210938,84.62999725341797,77.46526336669922,13255300,,,,71.13632161138267,1.0473863365910887,0.73299290109519,60.271293196218984,29.450639751561813,2.23147555573138,
2020-06-03,84.94999694824219,85.94999694824219,83.62000274658203,84.11000061035156,77.58517456054688,13029300,,,,71.38921780546754,1.3277306631050863,0.8519404534971693,61.29053630649458,27.76488276223751,12.96771915355498,
2020-06-04,83.94999694824219,86.69999694824219,83.94999694824219,86.04000091552734,79.36547088623047,12109000,,,,71.70201204392883,1.6742607607064315,1.0164045149390217,61.387213895464676,40.51476471072329,32.576762408174204,
2020-06-05,88.0,89.4800033569336,87.81999969482422,88.55000305175781,81.68075561523438,11882100,,,,72.09333532123493,2.111373883810856,1.2353983887133886,73.66885014848751,41.44708768477082,36.575578385910546,
2020-06-08,89.0,91.5,88.33999633789062,91.37000274658203,84.281982421875,9748300,,,,72.57132148204435,2.637285461886094,1.5157758033479298,72.37916084582413,52.94641915724514,44.969423850913095,
2020-06-09,90.2300033569336,90.38999938964844,89.05999755859375,89.75,82.78765106201172,7327700,,,,72.97196185772935,2.9000639919344593,1.7926334410652358,72.96430705009507,43.2050129212332,45.86617325441639,
2020-06-10,90.25,92.13999938964844,90.02999877929688,91.01000213623047,83.94992065429688,9079700,,,,73.40247004583004,3.1656121069758996,2.0672291742473687,71.62436835467491,48.74792912968542,48.29978706938792,
2020-06-11,88.62000274658203,89.05999755859375,83.91000366210938,84.0199966430664,77.50215911865234,15241700,,,,73.56324216633288,2.823235925239274,2.21843052444575,61.10103726128397,8.398972561863522,33.45063820426071,
2020-06-12,86.25,87.13999938964844,83.52999877929688,85.23999786376953,78.62753295898438,10113200,,,,73.7618418052604,2.6125922609964505,2.2972628717558905,61.774713694075025,15.441363933674857,24.196088541741265,
2020-06-15,83.66999816894531,86.56999969482422,83.0999984741211,86.38999938964844,79.68830108642578,9852600,,,,73.99425197314925,2.502404599622082,2.338291217329129,64.55407529569408,22.079464127990526,15.30660020784297,
2020-06-16,89.9000015258789,90.44000244140625,87.76000213623047,89.5199966430664,82.57549285888672,12639800,,,,74.33077122357032,2.617875096352762,2.3942079931338554,66.581864092677,33.62589060366476,23.715572888443386,
