Date,Open,High,Low,Close,Adj Close,Volume,BB_U,BB_L,SMA_25,SMA_50,SMA_80,SMA_100,SMA_125,SMA_150,SMA_200,EMA_25,EMA_50,EMA_80,EMA_100,EMA_125,EMA_150,EMA_200,MACD,Signal,RSI,%K,%D,action
2022-01-03,83.91500091552734,85.72000122070312,82.55999755859375,85.56500244140625,83.3985366821289,76505200,,,,,,,,,,83.3985366821289,83.3985366821289,83.3985366821289,83.3985366821289,83.3985366821289,83.3985366821289,83.3985366821289,0.0,0.0,,,,
2022-01-04,85.91500091552734,85.94499969482422,80.19499969482422,82.23999786376953,80.15769958496094,106648200,,,,,,,,,,83.1492415208083,83.27144503125957,83.31851601306303,83.33436169010578,83.34709482344371,83.35561168746443,83.36628954683371,-0.25852831544359844,-0.05170566308871969,,,,
2022-01-05,81.19000244140625,81.86000061035156,74.5,74.67500305175781,72.78426361083984,133245200,,,,,,,,,,82.35193552773381,82.86018301477253,83.05841101547728,83.12544885685298,83.17943083594207,83.2155938321449,83.26099575642581,-1.046327121029364,-0.25062995467684857,,,,
2022-01-06,73.51499938964844,76.40499877929688,72.20999908447266,74.47000122070312,72.5844497680664,154226600,,,,,,,,,,81.60059046929787,82.45721308352915,82.79979468838071,82.91671620162948,83.01125653327738,83.07478397699155,83.15476146798443,-1.6675640174670434,-0.5340167672348876,,,,
2022-01-07,74.44999694824219,75.47000122070312,71.0,72.03500366210938,70.21110534667969,142713400,,,,,,,,,,80.72447622909648,81.97697356443702,82.48896285278316,82.66511994707602,82.80807953031551,82.90440412758345,83.0259688697625,-2.324611123590472,-0.8921356385060045,,,,
2022-01-10,69.17500305175781,72.47000122070312,66.05000305175781,72.30000305175781,70.46939849853516,179217400,,,,,,,,,,79.93562409597638,81.52569611087225,82.1921834860116,82.42362051245145,82.61222745044599,82.73970206627155,82.90102787104382,-2.792295743070895,-1.2721676594189826,,,,
2022-01-11,71.71499633789062,75.51499938964844,70.5199966430664,75.4800033569336,73.56889343261719,154326800,,,,,,,,,,79.4458755834103,81.21366463329362,81.97926274395248,82.2482793821577,82.46868246603601,82.61823440224964,82.80817081195501,-2.879641125494075,-1.5936623526340012,,,,
2022-01-12,76.98500061035156,77.96499633789062,74.94000244140625,76.33999633789062,74.40708923339844,138371200,,,,,,,,,,79.05827663340939,80.94674010780753,81.7922954967783,82.09300829010306,82.34072066869257,82.50947751259599,82.72457796042708,-2.8483930720539803,-1.8446084965179972,,,,
2022-01-13,77.12999725341797,77.55000305175781,70.0199966430664,70.80000305175781,69.00736999511719,86765900,,,,,,,,,,78.28512996892538,80.47852951515301,81.47661832389777,81.8338867397073,82.12908018181042,82.33064165143733,82.58808832893146,-3.2221974928164627,-2.1201262957776903,,,,
2022-01-14,69.08999633789062,72.06999969482422,69.0,71.87000274658203,70.05027770996094,89225800,,,,,,,,,,77.65167979515888,80.06957846396901,81.19448645688698,81.60054794703905,81.93735315844773,82.16798782439791,82.46333399441434,-3.3951490874682833,-2.375130854115809,,,,
2022-01-18,68.48999786376953,69.72000122070312,66.05999755859375,66.69000244140625,65.00143432617188,77660000,,,,,,,,,,76.6785839898522,79.47867085072207,80.794658009215,81.27185262781396,81.66852904999891,81.94061625488499,82.2895837489592,-3.894718053067919,-2.6790482939062312,,,,
2022-01-19,67.36000061035156,68.70999908447266,64.16000366210938,64.37000274658203,62.74018096923828,91642200,,,,,,,,,,75.60639914211268,78.82225948282074,80.34886845267236,80.90488883259464,81.36807908046303,81.6863058537506,82.09506232826547,-4.422118871648465,-3.027662409454678,,,,
2022-01-20,66.0199966430664,68.18000030517578,61.5,61.880001068115234,60.3132209777832,86098500,,,,,,,,,,74.43000082177964,78.09641483556437,79.85416110761336,80.49713303348946,81.0338749835951,81.40321863685037,81.87832758845968,-4.9785337701777905,-3.417836681599301,,,,
2022-01-21,60.619998931884766,62.029998779296875,56.5,56.66999816894531,55.235137939453125,171027300,,,,,,,,,,72.95347290775453,77.19989417297178,79.24628399235014,79.99689550687488,80.62437122098967,81.05662154152061,81.61322122379295,-5.762825186383196,-3.88683438255608,13.557793363853918,-4.29567693549411,,
2022-01-24,53.849998474121094,57.75,48.16999816894531,57.4900016784668,56.03437805175781,255084600,,,,,,,,,,71.65200407267787,76.36987393292418,78.67315051233552,79.52239021073395,80.23405386909711,80.7252010979476,81.35870537133489,-6.247868250674998,-4.359041156179864,15.309500757805097,20.819006128761554,,
2022-01-25,54.150001525878906,56.310001373291016,51.75,53.25,51.9017333984375,173749000,,,,,,,,,,70.13275248235169,75.41033901000314,78.01212786754792,78.97544651148056,79.78433449654696,80.34343331384814,81.0656011725996,-6.886356626659364,-4.864504250275765,14.97098417721159,11.076684354601731,9.200004515956392,
