Date,Open,High,Low,Close,Adj Close,Volume,BB_U,BB_L,SMA_25,SMA_50,SMA_80,SMA_100,SMA_125,SMA_150,SMA_200,EMA_25,EMA_50,EMA_80,EMA_100,EMA_125,EMA_150,EMA_200,MACD,Signal,RSI,%K,%D,action
2020-05-11,8.962667465209961,9.482666969299316,8.939332962036133,9.239999771118164,9.080944061279297,27099000,,,,,,,,,,9.080944061279297,9.080944061279297,9.080944061279297,9.080944061279297,9.080944061279297,9.080944061279297,9.080944061279297,0.0,0.0,,,,
2020-05-12,9.434666633605957,9.517999649047852,8.456666946411133,8.456666946411133,8.311094284057617,34702500,,,,,,,,,,9.02172484764686,9.050753873937271,9.061935424804688,9.065699511235303,9.06872422354562,9.070747375488281,9.073283864491021,-0.0614125178410454,-0.01228250356820908,,,,
2020-05-13,8.685333251953125,8.739999771118164,7.625332832336426,8.001333236694336,7.8635993003845215,53503500,,,,,,,,,,8.932638267088219,9.004198792621477,9.032346878522707,9.041895546664001,9.049595256511319,9.054758659261742,9.061247202161603,-0.1445254861537819,-0.03873110008532365,,,,
2020-05-14,7.813333034515381,8.666666984558105,7.400000095367432,8.640666961669922,8.491928100585938,54496500,,,,,,,,,,8.898737485049583,8.984109745874985,9.019003204993405,9.031005102187208,9.040743396893456,9.047303949875309,9.055582335479258,-0.1578723748596147,-0.06255935504018187,,,,
2020-05-15,7.7866668701171875,8.191332817077637,7.639999866485596,8.099332809448242,7.959911823272705,55647000,,,,,,,,,,8.826520126451362,8.94394512145921,8.992852800506475,9.009795334287912,9.023587340169318,9.032901405152096,9.04468014132795,-0.20897026847624112,-0.09184153772739373,,,,
2020-05-18,8.666666984558105,9.350000381469727,8.666666984558105,9.232666969299316,9.073737144470215,42394500,,,,,,,,,,8.84553682014512,8.949035004714544,8.994849944801876,9.011061508746966,9.024383368809016,9.033442275871542,9.044969265737326,-0.15777064077577663,-0.10502735833707032,,,,
2020-05-19,9.185999870300293,9.762666702270508,9.107333183288574,9.121999740600586,8.964973449707031,40813500,,,,,,,,,,8.854724253188346,8.949660041773074,8.994112253564966,9.010148873914492,9.023440354220096,9.032535404001813,9.044173287468368,-0.12453532246420451,-0.10892895116249716,,,,
2020-05-20,9.676667213439941,10.313332557678223,9.671333312988281,10.159333229064941,9.984451293945312,39808500,,,,,,,,,,8.941626333246575,8.990240090877867,9.018565069376827,9.029441991142825,9.038694496120497,9.045143561484508,9.053529287532816,-0.01575118154052646,-0.09029339723810303,,,,
2020-05-21,10.156000137329102,10.164667129516602,9.324000358581543,9.369999885559082,9.208703994750977,37935000,,,,,,,,,,8.962170768746914,8.998807302794459,9.02325985765767,9.032991733788531,9.041393059590822,9.04730992483903,9.055073314470311,0.007775083709422148,-0.070679701048598,,,,
2020-05-22,9.449333190917969,9.53266716003418,9.034000396728516,9.505999565124512,9.342364311218262,25134000,,,,,,,,,,8.991416425860095,9.012280126654217,9.031138979967809,9.039117923440605,9.046170381045227,9.051217929956637,9.057931931353377,0.03678109929341744,-0.04918754098019491,,,,
