Date,Open,High,Low,Close,Adj Close,Volume,BB_U,BB_L,SMA_25,SMA_50,SMA_80,SMA_100,SMA_125,SMA_150,SMA_200,EMA_25,EMA_50,EMA_80,EMA_100,EMA_125,EMA_150,EMA_200,MACD,Signal,RSI,%K,%D,action
2024-05-16,121.94000244140625,122.44999694824219,121.20999908447266,122.16000366210938,122.16000366210938,5126328,,,,,,,,,,122.16000366210938,122.16000366210938,122.16000366210938,122.16000366210938,122.16000366210938,122.16000366210938,122.16000366210938,0.0,0.0,,,,
